kode_satker,nama_kementerian,provinsi,tipe_satker,jenis_belanja_utama,pagu_miliar,jumlah_pegawai,jumlah_spm,revisi_dipa,realisasi_tw1_persen,realisasi_tw2_persen,realisasi_tw3_persen,deviasi_rpd_persen,skor_ikpa,realisasi_tercapai_95persen
SAT0377,Kemenhub,Jawa Tengah,Kantor Daerah,Bantuan Sosial,4.21,140,92,3,25.56,44.57,73.6,22.02,87.25,Ya
SAT0378,Kemenag,Sumatera Barat,Tugas Pembantuan,Belanja Modal,9.16,85,48,1,25.1,54.25,67.76,10.24,76.2,Tidak
SAT0379,Kemen PUPR,Sulawesi Selatan,Kantor Daerah,Belanja Barang,21.17,485,26,4,18.81,36.79,58.14,14.36,85.13,Tidak
SAT0380,Kemendikbud,Jawa Timur,Dekonsentrasi,Belanja Modal,189.75,295,175,0,18.0,44.8,66.39,27.87,79.37,Tidak
SAT0381,Kementan,Jawa Barat,Dekonsentrasi,Bantuan Sosial,11.84,483,169,1,8.57,22.34,42.13,9.96,82.82,Tidak
SAT0382,Kemenag,DKI Jakarta,Kantor Pusat,Belanja Barang,28.81,286,193,4,24.38,47.83,70.72,13.96,89.36,Tidak
SAT0383,Kemen PUPR,Lampung,Kantor Daerah,Belanja Modal,21.6,165,101,1,11.79,41.33,55.93,0.41,92.36,Ya
SAT0384,Kemensos,Lampung,Dekonsentrasi,Belanja Barang,91.68,257,188,3,17.42,29.46,50.51,2.45,76.97,Tidak
SAT0385,Kemendagri,NTB,Tugas Pembantuan,Belanja Barang,456.95,227,7,3,12.11,22.28,39.72,7.76,82.16,Ya
SAT0386,Kemendagri,DKI Jakarta,Kantor Daerah,Belanja Pegawai,11.65,199,195,3,8.35,27.02,50.25,0.84,78.07,Tidak
SAT0387,Kemenkes,Sumatera Barat,Dekonsentrasi,Belanja Pegawai,12.24,426,122,5,20.74,32.59,45.41,18.94,75.96,Tidak
SAT0388,Kemenkes,NTT,Dekonsentrasi,Belanja Barang,77.11,478,23,5,6.36,31.33,52.75,12.79,93.5,Tidak
SAT0389,Kemenag,Jawa Tengah,Tugas Pembantuan,Belanja Modal,49.92,172,27,0,23.72,52.01,65.72,16.44,97.28,Tidak
SAT0390,Kemenag,Jawa Timur,Kantor Pusat,Belanja Modal,202.01,189,161,3,12.94,31.62,47.19,5.24,81.11,Ya
SAT0391,Kemenhan,Jawa Barat,Tugas Pembantuan,Belanja Modal,44.39,43,34,4,5.0,20.17,34.54,8.88,92.54,Ya
SAT0392,Kemendikbud,Riau,Kantor Pusat,Bantuan Sosial,14.31,50,43,1,17.78,36.47,50.13,19.91,96.91,Ya
SAT0393,Kemenkeu,Lampung,Dekonsentrasi,Belanja Barang,44.75,316,112,2,6.17,30.64,57.15,28.96,95.38,Tidak
SAT0394,Kemensos,Sumatera Barat,Kantor Pusat,Belanja Barang,83.32,440,115,4,11.9,22.08,37.79,1.51,75.48,Tidak
SAT0395,Kemenkes,Sumatera Barat,Dekonsentrasi,Bantuan Sosial,58.96,347,29,5,22.67,44.46,73.0,26.71,98.69,Tidak
SAT0396,Kemenkeu,NTB,Dekonsentrasi,Belanja Barang,40.49,323,132,5,6.57,28.84,58.24,17.31,81.3,Ya
SAT0397,Kemenkeu,Sumatera Barat,Kantor Daerah,Belanja Barang,79.22,84,115,4,25.98,48.73,70.16,16.92,80.18,Tidak
SAT0398,Kemendikbud,DKI Jakarta,Kantor Pusat,Bantuan Sosial,89.6,450,140,5,5.1,19.94,32.8,15.01,71.87,Tidak
SAT0399,Kemenhub,Jawa Timur,Kantor Pusat,Belanja Pegawai,115.68,288,110,3,11.17,35.45,52.94,2.08,84.59,Ya
SAT0400,Kemenhub,Aceh,Kantor Pusat,Belanja Barang,47.98,185,190,0,23.52,35.35,61.3,2.7,73.27,Ya
SAT0401,Kemenkes,Kalimantan Timur,Tugas Pembantuan,Bantuan Sosial,18.02,393,148,1,12.91,26.9,44.25,18.03,77.46,Ya
SAT0402,Kemen PUPR,NTT,Kantor Daerah,Belanja Modal,26.27,159,76,0,7.55,35.1,46.84,10.23,79.51,Tidak
SAT0403,Kemendikbud,Sumatera Barat,Kantor Daerah,Belanja Pegawai,93.7,282,133,1,14.01,38.78,59.92,27.52,94.26,Tidak
SAT0404,Kemendikbud,Sulawesi Selatan,Kantor Daerah,Belanja Modal,8.26,334,112,1,11.76,22.03,48.93,12.2,96.26,Tidak
SAT0405,Kementan,Sulawesi Selatan,Tugas Pembantuan,Belanja Barang,34.28,117,9,0,26.07,41.04,66.96,4.3,79.07,Ya
SAT0406,Kemenkeu,Sumatera Barat,Kantor Pusat,Belanja Pegawai,13.74,148,7,4,12.83,27.12,40.62,21.44,95.76,Tidak
SAT0407,Kementan,Papua,Kantor Pusat,Bantuan Sosial,22.8,359,197,1,24.72,40.14,63.6,8.8,95.72,Ya
SAT0408,Kemenkeu,NTB,Kantor Pusat,Belanja Barang,102.14,280,136,0,27.3,42.25,56.66,15.76,92.94,Ya
SAT0409,Kemenhub,Aceh,Kantor Daerah,Bantuan Sosial,27.7,356,108,1,15.85,27.1,41.46,20.93,74.4,Tidak
SAT0410,Kemenkes,Jawa Barat,Kantor Daerah,Belanja Pegawai,23.29,428,68,2,27.75,46.93,74.41,27.01,90.71,Ya
SAT0411,Kemensos,Jawa Timur,Dekonsentrasi,Belanja Modal,4.31,298,110,4,14.43,39.08,54.07,23.77,98.35,Tidak
SAT0412,Kemenhub,Sumatera Utara,Tugas Pembantuan,Belanja Barang,53.93,221,102,3,29.1,51.23,66.49,20.29,90.48,Ya
SAT0413,Kemendikbud,DKI Jakarta,Tugas Pembantuan,Belanja Barang,47.79,390,14,1,7.23,30.69,40.7,20.39,79.95,Tidak
SAT0414,Kemensos,Bali,Kantor Daerah,Bantuan Sosial,295.35,281,153,2,22.18,33.8,61.21,28.38,85.02,Tidak
SAT0415,Kemenag,Bali,Dekonsentrasi,Belanja Pegawai,15.22,427,132,3,17.35,46.38,72.23,8.87,89.37,Tidak
SAT0416,Kemensos,Sulawesi Selatan,Kantor Pusat,Bantuan Sosial,28.65,75,50,3,14.69,41.46,64.01,0.03,85.32,Ya
SAT0417,Kemensos,Lampung,Kantor Daerah,Belanja Pegawai,29.71,492,159,1,20.82,46.92,71.93,8.16,73.6,Ya
SAT0418,Kemenhub,Sumatera Utara,Tugas Pembantuan,Belanja Barang,146.23,433,70,0,22.6,49.06,62.1,6.54,79.36,Tidak
SAT0419,Kemendikbud,Bali,Tugas Pembantuan,Belanja Pegawai,19.65,257,173,1,5.11,33.76,52.93,19.86,94.07,Ya
SAT0420,Kemensos,Jawa Tengah,Tugas Pembantuan,Belanja Barang,30.79,165,116,2,9.17,30.06,47.08,19.01,95.84,Tidak
SAT0421,Kemenhub,Jawa Tengah,Kantor Pusat,Belanja Pegawai,45.68,56,17,3,22.83,36.84,48.72,17.8,74.12,Tidak
SAT0422,Kemenhub,Jawa Barat,Tugas Pembantuan,Belanja Modal,27.55,432,141,1,21.66,44.0,63.72,0.49,98.57,Ya
SAT0423,Kemensos,Sumatera Utara,Kantor Pusat,Belanja Pegawai,12.89,463,168,0,29.15,54.01,82.42,21.86,79.86,Ya
SAT0424,Kemenkeu,Jawa Tengah,Kantor Pusat,Belanja Modal,27.8,210,90,1,24.03,48.79,59.59,9.71,89.87,Tidak
SAT0425,Kemendikbud,Jawa Tengah,Kantor Pusat,Belanja Pegawai,79.89,157,94,4,28.77,49.2,65.03,19.95,92.55,Tidak
SAT0426,Kemendagri,Aceh,Kantor Daerah,Belanja Pegawai,6.43,133,62,0,22.56,33.93,48.08,16.7,94.36,Tidak
SAT0427,Kemensos,Sulawesi Selatan,Kantor Pusat,Bantuan Sosial,25.84,10,58,2,12.45,29.87,44.63,10.28,98.37,Tidak
SAT0428,Kementan,Bali,Dekonsentrasi,Bantuan Sosial,9.51,465,16,3,7.63,36.05,64.22,4.04,79.39,Tidak
SAT0429,Kementan,Jawa Barat,Tugas Pembantuan,Belanja Barang,92.42,256,18,1,24.55,46.24,65.6,2.83,95.76,Ya
SAT0430,Kemenag,Jawa Timur,Kantor Daerah,Bantuan Sosial,3.54,352,125,0,21.1,41.87,61.2,24.95,73.95,Tidak
SAT0431,Kemendikbud,Sumatera Barat,Tugas Pembantuan,Belanja Pegawai,11.26,137,166,4,6.2,21.58,46.79,27.55,91.15,Tidak
SAT0432,Kemenhub,Kalimantan Timur,Kantor Pusat,Bantuan Sosial,34.64,200,185,0,14.0,31.37,44.46,19.49,92.26,Ya
SAT0433,Kemenhan,DKI Jakarta,Kantor Daerah,Belanja Pegawai,144.15,76,125,5,28.92,56.83,76.58,3.1,90.33,Ya
SAT0434,Kemenkes,DKI Jakarta,Dekonsentrasi,Belanja Modal,20.36,13,24,4,17.51,40.84,59.44,12.06,77.57,Ya
SAT0435,Kemen PUPR,Lampung,Kantor Pusat,Belanja Pegawai,11.31,451,79,2,15.82,41.57,63.51,21.87,96.19,Ya
SAT0436,Kemenhan,Riau,Tugas Pembantuan,Belanja Barang,210.53,418,148,3,16.44,35.53,65.52,23.39,75.07,Tidak
SAT0437,Kemendikbud,NTT,Dekonsentrasi,Belanja Modal,3.88,312,74,2,10.22,32.82,58.21,3.55,71.61,Ya
SAT0438,Kemendikbud,Kalimantan Timur,Kantor Pusat,Belanja Barang,1.57,303,60,1,14.22,29.19,47.15,0.0,91.52,Ya
SAT0439,Kemensos,NTB,Dekonsentrasi,Belanja Barang,37.35,152,105,0,14.25,38.36,64.91,21.36,84.26,Tidak
SAT0440,Kemensos,Kalimantan Timur,Kantor Pusat,Belanja Barang,12.06,200,190,5,6.31,24.86,38.27,10.7,95.47,Tidak
SAT0441,Kemenhan,DKI Jakarta,Kantor Daerah,Bantuan Sosial,6.47,30,136,4,24.19,43.04,53.65,7.63,81.5,Tidak
SAT0442,Kemenhub,DKI Jakarta,Kantor Pusat,Belanja Barang,51.54,236,115,4,15.41,38.4,52.49,0.39,75.05,Tidak
SAT0443,Kemenag,Jawa Timur,Kantor Daerah,Belanja Modal,29.51,322,129,0,25.55,54.28,71.09,16.21,95.09,Ya
SAT0444,Kemensos,Sumatera Utara,Kantor Pusat,Belanja Pegawai,11.19,126,136,5,26.26,37.54,57.75,25.53,86.47,Tidak
SAT0445,Kemen PUPR,Sumatera Utara,Kantor Pusat,Belanja Barang,4.74,446,24,0,10.3,36.79,59.09,28.73,75.68,Tidak
SAT0446,Kemen PUPR,Jawa Timur,Tugas Pembantuan,Belanja Modal,62.75,311,142,1,21.43,37.28,65.49,16.97,91.61,Ya
SAT0447,Kemenag,Bali,Dekonsentrasi,Belanja Barang,48.06,151,28,2,16.81,35.69,55.89,15.43,85.33,Ya
SAT0448,Kemenkeu,Kalimantan Timur,Dekonsentrasi,Belanja Pegawai,19.56,493,158,4,27.0,37.44,57.47,2.55,88.13,Ya
SAT0449,Kemenkeu,Papua,Dekonsentrasi,Belanja Modal,201.99,469,41,1,10.39,26.41,37.41,16.47,83.83,Ya
SAT0450,Kemendikbud,Kalimantan Timur,Kantor Pusat,Belanja Modal,6.1,410,58,2,21.95,42.0,52.7,11.4,94.86,Tidak
SAT0451,Kemensos,Aceh,Kantor Pusat,Belanja Pegawai,3.53,48,107,1,20.19,31.31,52.33,18.21,94.89,Tidak
SAT0452,Kementan,NTT,Kantor Pusat,Belanja Modal,9.6,402,153,5,12.38,32.2,50.96,11.66,91.28,Tidak
SAT0453,Kemenhan,DKI Jakarta,Kantor Daerah,Belanja Pegawai,20.85,364,42,4,8.42,36.96,63.74,7.21,73.16,Tidak
SAT0454,Kemendagri,Riau,Kantor Daerah,Belanja Modal,29.5,261,178,0,21.29,33.4,46.61,2.85,95.17,Ya
SAT0455,Kemenag,NTB,Tugas Pembantuan,Belanja Modal,16.49,342,8,0,23.46,48.75,59.25,9.45,90.13,Ya
SAT0456,Kemendikbud,Kalimantan Timur,Kantor Pusat,Belanja Pegawai,33.61,216,192,2,12.89,31.08,50.06,2.9,90.91,Tidak
SAT0457,Kementan,DKI Jakarta,Dekonsentrasi,Belanja Pegawai,4.91,219,61,3,21.12,44.22,58.97,5.31,80.89,Ya
SAT0458,Kemensos,Kalimantan Timur,Dekonsentrasi,Belanja Modal,124.56,124,177,5,14.88,30.08,41.07,29.62,96.38,Tidak
SAT0459,Kementan,NTT,Tugas Pembantuan,Belanja Modal,19.96,234,24,2,22.83,36.02,60.51,13.32,91.76,Tidak
SAT0460,Kementan,Bali,Dekonsentrasi,Belanja Pegawai,84.18,143,21,3,9.98,23.19,35.42,15.96,73.38,Ya
SAT0461,Kemenag,Sumatera Barat,Tugas Pembantuan,Bantuan Sosial,33.23,260,123,1,27.26,38.67,60.84,26.21,82.23,Ya
SAT0462,Kemendikbud,Papua,Kantor Pusat,Belanja Pegawai,38.11,228,75,5,12.19,25.9,41.52,29.87,96.59,Tidak
SAT0463,Kemenhub,Lampung,Dekonsentrasi,Belanja Modal,43.64,416,8,1,14.19,37.47,50.94,17.48,71.42,Tidak
SAT0464,Kemen PUPR,Jawa Tengah,Kantor Pusat,Belanja Modal,37.69,452,18,4,6.45,34.08,51.68,24.37,98.84,Tidak
SAT0465,Kemenhan,Aceh,Kantor Daerah,Belanja Modal,47.63,100,7,5,7.79,34.07,60.1,9.81,90.37,Tidak
SAT0466,Kemendikbud,Jawa Timur,Dekonsentrasi,Belanja Pegawai,108.55,363,84,3,17.9,41.6,59.44,9.17,88.94,Tidak
SAT0467,Kemendagri,Jawa Timur,Kantor Daerah,Belanja Modal,27.88,385,190,4,11.69,23.9,48.92,12.08,78.12,Tidak
SAT0468,Kementan,Lampung,Dekonsentrasi,Bantuan Sosial,51.58,55,59,0,25.89,41.67,54.18,20.18,77.46,Tidak
SAT0469,Kemenhub,Papua,Kantor Pusat,Belanja Barang,19.78,47,136,3,5.37,21.57,47.03,20.47,98.26,Tidak
SAT0470,Kemenag,Riau,Tugas Pembantuan,Bantuan Sosial,124.01,151,124,2,14.48,29.48,44.22,9.46,78.95,Tidak
SAT0471,Kemenkes,Kalimantan Timur,Kantor Pusat,Belanja Pegawai,9.78,109,28,0,13.43,33.73,57.28,4.0,93.27,Tidak
SAT0472,Kemenhan,Jawa Tengah,Kantor Pusat,Belanja Modal,191.21,337,166,0,5.48,26.19,47.51,18.97,81.79,Tidak
SAT0473,Kemenhan,NTT,Kantor Pusat,Belanja Pegawai,20.99,199,162,2,8.11,25.25,53.83,3.85,74.18,Ya
SAT0474,Kemen PUPR,Sumatera Utara,Dekonsentrasi,Belanja Barang,3.96,44,86,5,15.34,32.42,50.17,17.35,70.32,Ya
SAT0475,Kemenkes,Kalimantan Timur,Tugas Pembantuan,Belanja Pegawai,25.69,156,151,0,17.32,43.89,55.21,20.8,86.33,Ya
SAT0476,Kemensos,Bali,Kantor Daerah,Belanja Modal,9.73,39,163,3,15.11,40.9,51.28,21.02,99.27,Ya
SAT0477,Kemenkes,DKI Jakarta,Kantor Pusat,Belanja Barang,60.4,343,192,4,18.27,34.43,60.97,22.6,81.07,Tidak
SAT0478,Kementan,Lampung,Dekonsentrasi,Belanja Barang,10.07,93,64,0,19.88,48.16,68.65,26.19,80.72,Ya
SAT0479,Kementan,Jawa Barat,Kantor Daerah,Belanja Modal,12.89,378,151,3,5.25,34.31,59.81,15.0,80.32,Ya
SAT0480,Kementan,Kalimantan Timur,Kantor Pusat,Belanja Modal,2.28,290,53,1,16.6,33.13,47.82,21.91,85.62,Tidak
SAT0481,Kementan,Sumatera Barat,Kantor Daerah,Belanja Modal,12.8,433,67,3,29.09,46.18,63.08,18.58,83.22,Ya
SAT0482,Kemendikbud,Aceh,Kantor Pusat,Belanja Pegawai,1.2,353,114,4,17.98,38.09,48.69,5.6,96.4,Tidak
SAT0483,Kemenhan,Riau,Kantor Daerah,Bantuan Sosial,3.29,279,154,3,21.94,50.76,79.99,0.77,85.17,Ya
SAT0484,Kemenkes,NTB,Kantor Daerah,Belanja Pegawai,54.86,163,156,2,12.8,40.33,63.69,8.54,85.23,Tidak
SAT0485,Kemenhan,Riau,Tugas Pembantuan,Belanja Pegawai,56.55,111,113,4,24.35,36.4,65.06,13.29,74.15,Tidak
SAT0486,Kemendagri,Aceh,Tugas Pembantuan,Bantuan Sosial,36.7,224,80,5,24.32,42.17,57.48,18.51,99.48,Tidak
SAT0487,Kemenkes,Jawa Barat,Kantor Pusat,Belanja Modal,6.9,159,34,1,18.03,39.1,61.33,25.5,77.5,Tidak
SAT0488,Kemendikbud,Kalimantan Timur,Dekonsentrasi,Belanja Modal,20.8,441,62,2,29.4,49.46,73.03,5.89,72.2,Tidak
SAT0489,Kemendagri,Aceh,Tugas Pembantuan,Bantuan Sosial,21.93,92,121,5,8.14,22.02,38.37,3.77,89.89,Ya
SAT0490,Kemenhan,Papua,Kantor Daerah,Bantuan Sosial,5.49,119,163,3,5.42,32.6,59.56,28.9,87.86,Ya
SAT0491,Kemendagri,Sumatera Barat,Tugas Pembantuan,Belanja Pegawai,133.8,444,104,4,24.25,47.79,76.73,3.24,82.45,Ya
SAT0492,Kemen PUPR,Jawa Barat,Tugas Pembantuan,Belanja Barang,63.12,396,196,1,25.18,51.94,79.64,14.35,82.67,Ya
SAT0493,Kemendagri,Kalimantan Timur,Kantor Pusat,Bantuan Sosial,16.9,435,23,2,8.01,35.19,59.97,17.57,93.55,Tidak
SAT0494,Kemenkes,Jawa Timur,Tugas Pembantuan,Belanja Pegawai,22.75,284,180,5,11.64,36.61,52.16,16.24,75.87,Tidak
SAT0495,Kementan,Sumatera Barat,Tugas Pembantuan,Belanja Barang,28.28,210,177,5,5.44,24.22,39.85,2.58,94.61,Ya
SAT0496,Kementan,Riau,Kantor Daerah,Belanja Modal,1.9,293,98,1,12.33,34.54,63.81,1.71,89.46,Ya
SAT0497,Kemensos,Jawa Barat,Tugas Pembantuan,Belanja Modal,16.37,477,187,3,24.33,37.54,47.75,3.16,82.57,Tidak
SAT0498,Kemenhan,Riau,Kantor Daerah,Belanja Pegawai,9.72,182,117,1,17.95,41.42,65.74,17.57,83.74,Ya
SAT0499,Kemen PUPR,Kalimantan Timur,Tugas Pembantuan,Belanja Pegawai,6.62,336,187,5,13.7,27.29,51.41,16.33,77.7,Tidak
SAT0500,Kemenkes,Riau,Tugas Pembantuan,Bantuan Sosial,15.72,215,150,0,14.29,38.17,60.62,7.01,92.56,Ya
